City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,atar,20.52,-13.05,79.18,11,0,9.8,MR,1583533093
384,klaksvik,62.23,-6.59,35.6,93,68,12.75,FO,1583533093
385,gainesville,29.65,-82.32,71.01,22,1,13.87,US,1583532842
386,kavieng,-2.57,150.8,84.43,73,100,9.51,PG,1583533094
387,minot,48.23,-101.3,51.8,49,1,19.46,US,1583532992
388,emerald,-23.53,148.17,75.2,78,50,9.17,AU,1583533094
389,alta floresta,-9.88,-56.09,84.2,79,40,2.24,BR,1583533094
390,tigil,57.8,158.67,0.93,99,13,1.63,RU,1583533094
391,donduseni,48.24,27.61,47.71,71,100,6.93,MD,1583533094
392,huntington,38.42,-82.45,39.99,69,90,10.29,US,1583532952
393,san cristobal,7.77,-72.22,93.2,36,20,11.41,VE,1583532956
394,linxia,35.6,103.21,32.95,57,76,2.26,CN,1583533094
395,sivaki,52.63,126.75,13.77,95,100,7.56,RU,1583533094
396,katsuura,35.13,140.3,45.0,65,75,11.41,JP,1583533094
397,dubbo,-32.25,148.62,66.2,82,14,8.05,AU,1583533094
398,griffith,41.53,-87.42,43.0,69,75,16.11,US,1583533095
399,salinopolis,-0.61,-47.36,79.47,88,100,21.05,BR,1583533095
400,asfi,32.3,-9.24,53.1,77,0,17.74,MA,1583533095
401,bubaque,11.28,-15.83,80.13,70,0,14.38,GW,1583533095
402,jaisalmer,26.91,70.92,63.5,54,0,4.18,IN,1583533095
403,lavrentiya,65.58,-171.0,14.09,95,100,0.38,RU,1583533095
404,machali,-34.18,-70.67,87.8,27,0,12.75,CL,1583533095
405,baltasi,56.35,50.21,23.49,83,100,20.33,RU,1583533095
406,goundam,16.41,-3.67,80.94,7,0,8.3,ML,1583533095
407,abnub,27.27,31.15,57.2,54,0,6.93,EG,1583533095
408,borovskoy,53.8,64.15,5.27,81,22,13.69,KZ,1583533095
409,lauterbach,50.63,9.4,42.01,75,75,11.41,DE,1583533095
410,te anau,-45.42,167.72,58.1,80,100,4.27,NZ,1583533095
411,nybro,56.74,15.91,41.0,80,100,11.41,SE,1583532831
412,ust-ilimsk,58.0,102.66,3.45,94,100,9.13,RU,1583533096
413,boueni,-12.9,45.08,82.4,83,100,5.82,YT,1583533096
414,vicksburg,32.35,-90.88,61.0,36,1,10.29,US,1583533096
415,pitimbu,-7.47,-34.81,84.2,79,40,9.17,BR,1583533096
416,nome,64.5,-165.41,10.0,84,90,4.7,US,1583533096
417,aksarka,66.56,67.8,9.32,93,100,20.07,RU,1583533096
418,penticton,49.48,-119.59,50.0,46,90,5.82,CA,1583533096
419,nerchinskiy zavod,51.31,119.61,2.37,99,100,4.54,RU,1583533096
420,port hedland,-20.32,118.57,84.2,79,40,8.05,AU,1583533096
421,oppdal,62.59,9.69,15.44,66,0,6.26,NO,1583533022
422,tilichiki,60.47,166.1,-1.59,94,0,5.21,RU,1583533097
423,zonguldak,41.25,31.83,41.34,79,0,4.81,TR,1583533097
424,lohja,60.25,24.07,33.01,92,62,1.12,FI,1583533097
425,constitucion,-35.33,-72.42,66.7,73,52,16.46,CL,1583533097
426,petrokamenskoye,57.72,60.65,24.71,62,100,14.16,RU,1583533097
427,marawi,8.0,124.29,75.0,97,100,1.01,PH,1583533097
428,san quintin,30.48,-115.95,64.31,73,18,11.88,MX,1583533097
429,vao,-22.67,167.48,79.56,77,1,13.04,NC,1583533097
430,lumeje,-11.55,20.78,69.93,83,100,5.26,AO,1583533097
431,shimoda,34.67,138.95,46.0,75,89,1.99,JP,1583533097
432,hualmay,-11.1,-77.61,79.65,59,86,8.52,PE,1583533097
433,chutove,49.71,35.16,49.23,84,58,10.74,UA,1583533097
434,thinadhoo,0.53,72.93,82.53,65,0,6.04,MV,1583533097
435,ocampo,21.65,-101.5,64.4,43,100,11.59,MX,1583533097
436,villarrobledo,39.27,-2.6,42.01,55,16,3.0,ES,1583533098
437,hovd,48.01,91.64,18.23,58,3,6.89,MN,1583533098
438,manono,-7.3,27.42,69.6,93,76,2.48,CD,1583533098
439,kosh-agach,50.0,88.67,3.69,84,98,4.16,RU,1583533098
440,harnosand,62.63,17.94,25.0,100,89,3.36,SE,1583533098
441,yulara,-25.24,130.99,66.2,45,0,5.82,AU,1583533098
442,petropavlovsk-kamchatskiy,53.05,158.65,17.6,57,100,11.18,RU,1583533098
443,kangaatsiaq,68.31,-53.46,9.61,86,100,11.56,GL,1583533099
444,omboue,-1.57,9.26,75.65,97,100,6.71,GA,1583533099
445,boksitogorsk,59.47,33.85,32.32,91,98,4.85,RU,1583533099
446,puerto leguizamo,-0.19,-74.78,86.11,70,49,1.92,CO,1583533099
447,flinders,-34.58,150.86,69.01,72,90,10.29,AU,1583533099
448,alofi,-19.06,-169.92,82.4,83,75,8.05,NU,1583533099
449,simbahan,6.3,120.58,80.37,84,100,16.87,PH,1583533099
450,cairns,-16.92,145.77,80.6,88,75,3.69,AU,1583532984
451,peterhead,57.51,-1.8,39.2,80,42,8.05,GB,1583533100
452,komsomolskiy,40.43,71.72,42.8,75,40,2.24,UZ,1583533100
453,neuquen,-38.95,-68.06,89.6,40,21,3.36,AR,1583533100
454,jinka,5.65,36.65,78.28,48,25,5.48,ET,1583533100
455,daye,30.08,114.95,49.15,94,65,0.94,CN,1583533100
456,salisbury,51.07,-1.8,42.8,93,0,6.93,GB,1583532806
457,sao filipe,14.9,-24.5,72.01,75,65,16.02,CV,1583533100
458,mogok,22.92,96.5,61.56,54,0,0.65,MM,1583533101
459,ahipara,-35.17,173.17,67.15,75,72,10.4,NZ,1583533101
460,las palmas,28.42,-14.01,62.6,72,20,26.4,ES,1583533101
461,savannah,32.08,-81.1,66.0,23,1,18.34,US,1583532947
462,cintalapa,16.7,-93.73,70.39,60,79,15.03,MX,1583533101
463,gushikawa,26.35,127.87,62.6,82,75,5.82,JP,1583533101
464,male,4.17,73.51,82.4,78,20,2.24,MV,1583533101
465,rajsamand,25.07,73.88,54.75,44,0,4.34,IN,1583533101
466,port lincoln,-34.73,135.87,61.48,79,95,14.2,AU,1583533102
467,markova,48.68,24.41,33.84,85,100,4.59,UA,1583533102
468,kabarnet,0.49,35.74,64.4,72,75,6.93,KE,1583533102
469,sterling,39.01,-77.43,48.99,70,90,16.11,US,1583532983
470,hasaki,35.73,140.83,41.0,75,75,5.82,JP,1583533102
471,harer,9.31,42.13,64.53,65,0,1.36,ET,1583533102
472,brandon,27.94,-82.29,73.99,56,1,9.17,US,1583532942
473,whyalla,-33.03,137.58,62.6,77,18,4.7,AU,1583533102
474,tanabe,33.73,135.37,37.99,86,100,3.53,JP,1583533102
475,coahuayana,18.73,-103.68,84.2,45,40,11.41,MX,1583533103
476,vostok,46.49,135.88,5.83,92,83,3.94,RU,1583533103
477,varkkallai,8.73,76.71,82.4,78,20,3.36,IN,1583533103
478,yumen,40.28,97.2,30.09,49,5,4.38,CN,1583533103
479,pastavy,55.12,26.83,37.49,84,100,8.95,BY,1583533103
480,harper,4.38,-7.72,77.97,92,100,2.84,LR,1583533103
481,itanhandu,-22.3,-44.93,75.2,53,75,10.29,BR,1583532948
482,rafai,4.95,23.92,75.92,43,5,1.66,CF,1583533104
483,falavarjan,32.56,51.51,39.2,27,0,4.7,IR,1583533104
484,mahon,39.89,4.27,50.0,76,40,12.75,ES,1583533104
485,la cruz,23.92,-106.9,75.0,77,100,1.99,MX,1583533104
486,sabzevar,36.21,57.68,46.18,41,0,12.93,IR,1583533104
487,ibiruba,-28.63,-53.09,82.94,37,17,8.37,BR,1583533104
488,nioro,13.35,-15.75,86.5,7,0,3.36,GM,1583533104
489,buhe,30.29,112.23,50.0,96,0,1.48,CN,1583533105
490,alakurtti,66.97,30.35,21.0,92,41,1.99,RU,1583533105
491,brae,60.4,-1.35,42.8,86,100,13.87,GB,1583533105
492,bonthe,7.53,-12.51,80.51,86,94,8.16,SL,1583533105
493,rio gallegos,-51.62,-69.22,71.6,37,20,20.8,AR,1583533105
494,kinkala,-4.36,14.76,77.0,83,40,3.36,CG,1583533105
495,marystown,47.17,-55.15,26.94,73,0,26.62,CA,1583533105
496,bella union,-30.28,-57.6,88.66,25,58,2.3,UY,1583533105
497,mbekenyera,-10.0,38.98,71.71,94,100,2.17,TZ,1583533106
498,lesnoy,57.62,63.08,24.35,83,100,13.11,RU,1583533106
499,west plains,36.73,-91.85,57.99,20,1,11.41,US,1583533106
500,buenos aires,-34.61,-58.38,84.99,65,33,10.29,AR,1583533101
501,miles city,46.41,-105.84,72.0,18,1,12.75,US,1583533106
502,praia da vitoria,38.73,-27.07,59.0,93,75,23.71,PT,1583533100
503,hays,30.05,-98.03,71.01,22,1,11.41,US,1583533106
504,hami,42.8,93.45,39.61,46,100,2.91,CN,1583533106
505,mayo,38.89,-76.51,48.0,81,90,8.05,US,1583533106
506,cabedelo,-6.98,-34.83,84.2,79,40,9.17,BR,1583532807
507,nuevo laredo,27.48,-99.52,82.4,13,1,11.41,MX,1583532938
508,khasan,42.43,130.64,26.92,93,100,1.07,RU,1583533107
509,aguimes,27.91,-15.45,64.4,59,75,26.4,ES,1583533107
510,macapa,0.04,-51.07,86.0,62,75,3.36,BR,1583533025
511,ivanava,52.15,25.54,40.95,83,100,4.7,BY,1583533107
512,cuamba,-14.8,36.54,67.86,91,0,7.52,MZ,1583533107
513,gambela,8.25,34.58,85.98,32,88,1.99,ET,1583533107
514,highland springs,37.55,-77.33,53.01,51,90,6.93,US,1583533107
515,zapolyarnyy,69.42,30.81,26.6,92,90,32.21,RU,1583533107
516,yarada,17.65,83.27,78.3,81,0,10.36,IN,1583533107
517,guerrero negro,27.98,-114.06,78.31,31,1,9.22,MX,1583533107
518,nuuk,64.18,-51.72,19.4,79,75,10.29,GL,1583533107
519,rio grande,-32.03,-52.1,73.4,69,20,14.99,BR,1583533107
520,jacmel,18.23,-72.53,87.8,45,40,17.22,HT,1583533108
521,rovaniemi,66.5,25.72,17.6,92,73,9.17,FI,1583533108
522,ancona,43.55,13.17,48.99,87,40,6.93,IT,1583533108
523,hopkinsville,36.87,-87.49,52.0,39,1,18.34,US,1583533108
524,iqaluit,63.75,-68.51,-11.0,69,75,5.59,CA,1583533108
525,zheleznodorozhnyy,55.75,38.0,46.0,75,90,6.71,RU,1583533108
526,darnah,32.77,22.64,61.88,69,0,14.92,LY,1583533108
527,collie,-33.37,116.15,64.0,67,92,1.34,AU,1583533108
528,shelby,35.2,-89.87,55.99,37,1,12.75,US,1583533013
529,necochea,-38.55,-58.74,81.0,41,22,8.01,AR,1583533108
530,parkes,-33.13,148.18,62.24,76,0,5.3,AU,1583533108
531,soe,-9.86,124.28,74.43,92,100,3.2,ID,1583533108
532,tortel,47.12,19.94,45.0,100,90,2.24,HU,1583533109
533,dhidhdhoo,6.88,73.1,82.65,67,33,5.59,MV,1583533078
534,san clemente,33.43,-117.61,77.0,56,40,9.17,US,1583532845
535,nilakkottai,10.16,77.85,78.8,83,20,2.24,IN,1583533109
536,pimenta bueno,-11.67,-61.19,81.43,90,47,4.38,BR,1583533109
537,la paz,-16.5,-68.15,55.4,50,75,13.87,BO,1583532998
538,voh,-20.97,164.7,80.02,79,0,7.16,NC,1583533109
539,beloha,-25.17,45.05,72.73,80,86,16.69,MG,1583533109
540,xining,36.62,101.77,27.19,48,67,3.74,CN,1583533109
541,inirida,3.87,-67.92,92.93,48,41,2.73,CO,1583533109
542,canton,23.12,113.25,69.01,82,90,4.47,CN,1583533109
543,kudahuvadhoo,2.67,72.89,82.51,62,91,1.77,MV,1583533109
544,youkounkoun,12.53,-13.13,85.96,11,0,2.91,GN,1583533110
545,aasiaat,68.71,-52.87,-1.53,94,100,5.44,GL,1583533110
546,buenaventura,3.88,-77.03,82.65,89,59,4.68,CO,1583533110
547,aleksandrov gay,50.15,48.57,36.23,60,85,19.73,RU,1583533110
548,tornio,65.85,24.15,19.4,100,18,8.05,FI,1583533110
549,sembe,1.65,14.58,69.76,96,100,2.84,CG,1583533110
550,arroyo,41.61,-4.8,42.01,80,22,9.17,ES,1583532988
551,moranbah,-22.0,148.05,76.41,85,42,11.39,AU,1583533110
552,kaduna,10.52,7.44,82.53,9,100,5.59,NG,1583533110
553,vanimo,-2.67,141.3,80.6,82,100,11.18,PG,1583533110
554,bandarbeyla,9.49,50.81,77.67,79,1,11.54,SO,1583533110
555,kathmandu,27.72,85.32,51.8,76,75,9.17,NP,1583533110
556,freeport,40.66,-73.58,45.0,52,90,16.11,US,1583532853
557,duluth,46.78,-92.11,35.6,63,1,5.82,US,1583532921
558,bembereke,10.23,2.66,82.29,11,52,3.98,BJ,1583533111
